text	recoder	tare	rewardrepair	selfapr	gamma	allfailure
"@Override @Nullable public BigDecimal setTemperature(final BigDecimal targetTemperature) throws IOException {  if (selectedDevice == null) { throw new IllegalArgumentException(""No device selected, cannot set temperature.""); }  if (computerInfo == null) { throw new IllegalArgumentException(""Cannot determine MAC address of computer, cannot set temperature.""); }  // Discard the precision and round by half. float roundedTemperature = NumberUtils.roundHalf(targetTemperature.floatValue()); if (roundedTemperature < AtagOneApp.TEMPERATURE_MIN || roundedTemperature > AtagOneApp.TEMPERATURE_MAX) { throw new IllegalArgumentException( ""Device temperature out of bounds: "" + roundedTemperature + "". Needs to be between "" + AtagOneApp.TEMPERATURE_MIN + "" (inclusive) and "" + AtagOneApp.TEMPERATURE_MAX + "" (inclusive)""); }  final String messageUrl = ""http://"" + selectedDevice.getDeviceAddress().getHostAddress() + "":"" + HTTP_CLIENT_PORT + ""/update""; log.fine(""POST retrieve: URL="" + messageUrl);  // Get computer MAC address. final String macAddress = computerInfo.getMac();  final String jsonPayload = ""{\""update_message\"":{"" + ""\""seqnr\"":0,"" + ""\""account_auth\"":{"" + ""\""user_account\"":\""\"","" + ""\""mac_address\"":\"""" + macAddress + ""\""},"" + ""\""control\"":{"" + ""\""ch_mode_temp\"":"" + roundedTemperature + ""}}}\n""; String response = executeRequest(messageUrl, jsonPayload, versionInfo).getContent();  // Response: // { ""update_reply"":{ ""seqnr"":0,""status"":{""device_id"":""6808-1401-3109_15-30-001-123"",""device_status"":16385,""connection_status"":23,""date_time"":503527795},""acc_status"":2} } final Integer accStatus = JSONUtils.getJSONValueByName(response, Integer.class, AtagOneConnectorInterface.VALUE_DEVICE_ID); assertAuthorized(accStatus);  // Update Device ID? updateSelectedDevice(response);  // Get and return current room temperature. return (BigDecimal) getDiagnostics().get(VALUE_ROOM_TEMPERATURE); } "	0	0	0	0	1	0
private BufferedImage createErrorImage(final Rectangle area) { final BufferedImage bufferedImage = new BufferedImage(area.width, area.height, TYPE_INT_ARGB_PRE); final Graphics2D graphics = bufferedImage.createGraphics(); try { graphics.setBackground(this.configuration.getTransparentTileErrorColor());  graphics.clearRect(0, 0, area.width, area.height); return bufferedImage; } finally { graphics.dispose(); } } 	0	0	0	0	1	0
"private String getTypeName(final Class<?> cls) { // find @JsonTypeName recursively final JsonTypeName jsonTypeName = getAnnotationRecursive(cls, JsonTypeName.class); if (jsonTypeName != null) { return jsonTypeName.value(); } // find @JsonSubTypes.Type recursively final JsonSubTypes jsonSubTypes = getAnnotationRecursive(cls, JsonSubTypes.class, new Predicate<JsonSubTypes>() { @Override public boolean test(JsonSubTypes types) { return getJsonSubTypeForClass(types, cls) != null; } }); if (jsonSubTypes != null) { final JsonSubTypes.Type jsonSubType = getJsonSubTypeForClass(jsonSubTypes, cls); if (!jsonSubType.name().isEmpty()) { return jsonSubType.name(); } } // use simplified class name if it's not an interface or abstract if(!cls.isInterface() && !Modifier.isAbstract(cls.getModifiers())) { return cls.getName().substring(cls.getName().lastIndexOf(""."") + 1); } return null; } "	0	1	0	0	0	0
@Override public long cnt(Countable e) { Map<String, Counter> cntMap = classCounters.get(e.getClass().getName()); if (cntMap == null) { return 0; } Counter cnt = cntMap.get(e.getName()); return cnt == null ? 0 : cnt.cnt(); } 	0	0	0	0	1	0
"public void restore() throws IOException { BufferedReader reader = new BufferedReader(new FileReader(source)); String line = """"; while ((line = reader.readLine()) != null) { lines.add(line); } reader.close(); } "	0	0	0	0	1	0
"public JSONStringer value(Object value) throws JSONException { if (stack.isEmpty()) { throw new JSONException(""Nesting problem""); }  if (value instanceof JSONArray) { ((JSONArray) value).writeTo(this); return this;  } else if (value instanceof JSONObject) { ((JSONObject) value).toString(this); return this; }  beforeValue();  if (value instanceof JSONString) { out.append(((JSONString) value).toJSONString()); return this; }  if (value == null || value instanceof Boolean || value == JSONObject.NULL) { out.append(value);  } else if (value instanceof Number) { out.append(JSONObject.numberToString((Number) value));  } else { // Hack to make it possible that the value is not surrounded by quotes. (Used for JavaScript function calls) // Example: { ""name"": ""testkey"", ""value"": window.myfunction() } if (value.getClass().getSimpleName().contains(""JSONFunction"")) { // note that no escaping of quotes (or anything else) is done in this case. // that is fine because the only way to get to this point is to // explicitly put a special kind of object into the JSON data structure. out.append(value); } else { string(value.toString()); } }  return this; } "	0	1	0	1	1	0
"@Override public void initialize(URL location, ResourceBundle resources) { // suggestion function String[] suggestion = new String[6556];  try { File file = new File(""src/goodday/files/Suggestion_list""); FileReader filereader = new FileReader(file); BufferedReader br = new BufferedReader(filereader);  for (int i = 0; i < suggestion.length; i++) { suggestion[i] = br.readLine(); }  } catch (FileNotFoundException e) { e.printStackTrace(); System.out.println(""FileNotFoundException""); } catch (IOException e) { e.printStackTrace(); System.out.println(""IOException""); } TextFields.bindAutoCompletion(inputCityName, suggestion); } "	0	0	0	0	1	0
"@FXML protected void applyChanges() {  String location = locationName.getText(); int unit = 0;  if (location.equals("""")) location = gdm.getUserData().get(1);  if (fahrenheitRadioButton.isSelected() == true) unit = 2; if (celsiusRadioButton.isSelected() == true) unit = 1;  boolean successFlag = gdm.setUserSetting(location, unit);  if(!successFlag) { labelErrorMessage.setText(""Couldn't find the location. Please choose a city.""); } else { labelSuccessMessage.setText(""Your setting is updated successfully""); gdm.deleteFileFunction(""src/weatherInformation.json""); } } "	0	0	0	0	1	0
"private static String getWarning(PsiElement element, String target) { if (element instanceof PsiMethod) { PsiMethod method = (PsiMethod) element; if (!isStatic(method) && getAvailableFields(method, target).length == 0) { return ""    Can't move "" + getHumanReadableName(element) + "" like instance method. It will be converted to static method first""; } if (method.isConstructor()) { return ""    Sorry, can't move constructor""; } } else if (element instanceof PsiField) { if (!isStatic((PsiField) element)) { return ""    Sorry, can't move instance fields""; } } else { return ""    Sorry, can't move such elements""; } return """"; } "	0	1	0	0	0	0
public Word playLetter(char letter) { Box b = this.boxes[this.highlightLetter.across][this.highlightLetter.down];  if (b == null) { return null; }  if (b.getResponse() == b.getSolution() && isShowErrors()) { // Prohibit replacing correct letters return this.getCurrentWord(); } else { b.setResponse(letter); b.setResponder(this.responder);  return this.nextLetter(); } } 	0	0	0	0	1	0
"@Override public List<DocumentDto> findAll(String ownerUuid) throws BusinessException { Validate.notEmpty(ownerUuid, ""Missing required owner uuid"");  User actor = checkAuthentication(); User owner = getOwner(ownerUuid);  List<DocumentEntry> list = documentEntryService.findAll(actor, owner); return Lists.transform(list, DocumentDto.toDelegationVo()); } "	0	1	0	0	0	0
public void add(SearchStats searchStats, boolean includeTypes) { if (searchStats == null) { return; } totalStats.add(searchStats.totalStats); openContexts += searchStats.openContexts; if (includeTypes && searchStats.groupStats != null && !searchStats.groupStats.isEmpty()) { if (groupStats == null) { groupStats = new HashMap<>(searchStats.groupStats.size()); } for (Map.Entry<String, Stats> entry : searchStats.groupStats.entrySet()) { Stats stats = groupStats.get(entry.getKey()); if (stats == null) { groupStats.put(entry.getKey(), entry.getValue()); } else { stats.add(entry.getValue()); } } } } 	0	1	1	0	1	0
@Background @Receiver(actions = Broadcasts.IN_SYNC, registerAt = Receiver.RegisterAt.OnResumeOnPause) protected void syncingChanged(@Receiver.Extra(Broadcasts.Extras.SYNCING) boolean syncing) { if (syncing && isSnapshotFragment()) { entityFacade.syncAll(getVmId(), filterSnapshotId); } } 	0	1	0	0	0	0
@Override public List<SearchResult<ByteMatcher>> searchBackwards(final byte[] bytes, final int fromPosition, final int toPosition) { final ByteMatcher searchByte = toSearchFor; final int startPosition = fromPosition < bytes.length? fromPosition : bytes.length - 1; final int endPosition   = toPosition > 0? toPosition : 0; for (int searchPosition = startPosition; searchPosition <= endPosition; searchPosition--) { if (searchByte.matches(bytes[searchPosition])) { return SearchUtils.singleResult(searchPosition, searchByte); } } return SearchUtils.noResults(); } 	1	1	1	1	1	0
"@Redirect(method = ""updatePlayerEntity"", at = @At(value = ""INVOKE"", target = ""Lnet/minecraft/network/NetHandlerPlayServer;sendPacket(Lnet/minecraft/network/Packet;)V"", ordinal = 0)) public void onSendSpawnPacket(final NetHandlerPlayServer thisCtx, final Packet spawnPacket, final EntityPlayerMP playerIn) { if (!(this.trackedEntity instanceof EntityHuman)) { // This is the method call that was @Redirected thisCtx.sendPacket(spawnPacket); return; } final EntityHuman human = (EntityHuman) this.trackedEntity; // Adds the GameProfile to the client thisCtx.sendPacket(human.createPlayerListPacket(S38PacketPlayerListItem.Action.ADD_PLAYER)); // Actually spawn the human (a player) thisCtx.sendPacket(spawnPacket); // Remove from tab list final S38PacketPlayerListItem removePacket = human.createPlayerListPacket(S38PacketPlayerListItem.Action.REMOVE_PLAYER); if (human.canRemoveFromListImmediately()) { thisCtx.sendPacket(removePacket); } else { int delay = Sponge.getGlobalConfig().getConfig().getEntity().getHumanPlayerListRemoveDelay(); Runnable removeTask = new RemovePlayerListRunnable(human, playerIn, removePacket); if (delay == 0) { removeTask.run(); } else { Sponge.getGame().getScheduler().getTaskBuilder().execute(removeTask).delay(delay).submit(Sponge.getPlugin()); } } } "	0	0	0	0	1	0
"private void showEmptyPaper(User from) { trace_msg(""Showing empty Paper %s to Avatar %s"", paper_path(), from.name()); JSONLiteral msg = new_reply_msg(noid); msg.addParameter(""nextpage"", 0); msg.addParameter(""ascii"", EMPTY_PAPER); msg.finish(); from.send(msg); } "	0	0	0	0	1	0
"public void registerClass(CompileScope scope, Class<?>... classes) { for (Class<?> clazz : classes) { if (BaseWrapper.class.isAssignableFrom(clazz) && !clazz.isAnnotationPresent(Reflection.NotWrapper.class)) { throw new CriticalException(""Please use registerWrapperClass() method instead of this for wrapper classes""); }  if (!this.classes.add(clazz)) { throw new CriticalException(""Class already registered - "" + clazz.getName()); } } } "	0	0	0	0	1	0
public MethodSpec.Builder addCode(String format, Object... args) { this.codeBlocks.add(CodeBlock.of(format, args)); return this; } 	0	0	0	0	1	0
"public TemplateModel next() throws TemplateModelException { try { return (TemplateModel) matchingInputParts.get(nextIdx++); } catch (IndexOutOfBoundsException e) { throw new _TemplateModelException(e, ""There were no more matches""); } } "	0	0	0	0	1	0
"public List<FileEntry> listFiles(String parentPath, int depth) throws Exception { ArrayList<FileEntry> result = new ArrayList<>(); try { if (parentPath.endsWith(""/"")) parentPath = parentPath.substring(0,parentPath.length()-1);  ConnectionInfo ci = splitStringToConnectionInfo(parentPath); String requestBody = ""<?xml version=\""1.0\"" encoding=\""UTF-8\""?>\n"" + ""<d:propfind xmlns:d=\""DAV:\"">\n"" + "" <d:prop><d:displayname/><d:getlastmodified/><d:getcontentlength/></d:prop>\n"" + ""</d:propfind>\n""; Log.d(""WEBDAV"", ""starting query for "" + ci.URL); Request request = new Request.Builder() .url(new URL(ci.URL)) .method(""PROPFIND"", RequestBody.create(MediaType.parse(""application/xml""),requestBody)) .addHeader(""Depth"",String.valueOf(depth))  .build();  Response response = getClient(ci).newCall(request).execute();  checkStatus(response);  String xml = response.body().string();  PropfindXmlParser parser = new PropfindXmlParser(); List<PropfindXmlParser.Response> responses = parser.parse(new StringReader(xml));  for (PropfindXmlParser.Response r: responses) { PropfindXmlParser.Response.PropStat.Prop okprop  =r.getOkProp(); if (okprop != null) { FileEntry e = new FileEntry(); e.canRead = e.canWrite = true; Date lastMod = WebDavUtil.parseDate(okprop.LastModified); if (lastMod != null) e.lastModifiedTime = lastMod.getTime(); if (okprop.ContentLength != null) { try { e.sizeInBytes = Integer.parseInt(okprop.ContentLength); } catch (NumberFormatException exc) { e.sizeInBytes = -1; } } e.isDirectory = r.href.endsWith(""/"");  e.displayName = okprop.DisplayName; if (e.displayName == null) { e.displayName = getDisplayName(r.href); } e.path = r.href;  if (e.path.indexOf(""://"") == -1) { //relative path: e.path = buildPathFromHref(parentPath, r.href); }  if ((depth == 1) && e.isDirectory) { String path = e.path; if (!path.endsWith(""/"")) path += ""/"";  String parentPathWithTrailingSlash = parentPath + ""/"";  //for depth==1 only list children, not directory itself if (path.equals(parentPathWithTrailingSlash)) continue; }  result.add(e); } } return result;   } catch (Exception e) { throw convertException(e); }  } "	0	0	0	0	1	0
public int getLastPageNumber() { /* * We use the Math.floor() method because page numbers are zero-based (i.e. the first page is page 0). */ int rueckgabe = new Double(Math.floor(this.totalResults / this.pageSize)).intValue(); if (this.totalResults % this.pageSize == 0) { rueckgabe--; } return rueckgabe; } 	0	0	0	0	1	0
"@Override public void onClick(View v) { List<Manga> mangas = Database.getMangas(getContext(), null, true); boolean onDb = false; for (Manga m : mangas) { if (m.getPath().contains(manga.getPath())) onDb = true; } if (!onDb) { new AddMangaTask().execute(manga); AnimatorSet set = new AnimatorSet(); ObjectAnimator anim1 = ObjectAnimator.ofFloat(floatingActionButton_add, ""alpha"", 1.0f, 0.0f); anim1.setDuration(0); DisplayMetrics displayMetrics = getResources().getDisplayMetrics(); ObjectAnimator anim2 = ObjectAnimator.ofFloat(floatingActionButton_add, ""y"", displayMetrics.heightPixels); anim2.setDuration(500); set.playSequentially(anim2, anim1); set.start(); }else{ Toast.makeText(getContext(),getString(R.string.already_on_db),Toast.LENGTH_LONG).show(); } } "	0	1	1	0	1	0
